t,x,y,z
54.2,0.114941,0.485218,0.913429
54.3,0.107319,0.487792,0.906185
54.4,0.09873,0.489953,0.895338
54.5,0.089351,0.492807,0.884487
54.6,0.07914,0.495294,0.872998
54.7,0.068013,0.498041,0.860854
54.8,0.056706,0.500784,0.847893
54.9,0.045523,0.503424,0.835799
55.0,0.034611,0.505853,0.823722
55.1,0.023886,0.507878,0.81083
55.2,0.013825,0.509901,0.797488
55.3,0.003996,0.512702,0.782824
55.4,-0.005915,0.515569,0.769295
55.5,-0.016013,0.518746,0.755212
55.6,-0.025141,0.52277,0.739637
55.7,-0.034065,0.527308,0.723444
55.8,-0.042313,0.532188,0.707137
55.9,-0.050099,0.537302,0.689843
56.0,-0.057147,0.542648,0.673351
56.1,-0.0638,0.548706,0.655897
56.2,-0.069613,0.554141,0.637486
56.3,-0.074344,0.559008,0.619658
56.4,-0.077855,0.563448,0.600596
56.5,-0.081037,0.567971,0.581745
56.6,-0.083686,0.573252,0.562845
56.7,-0.086345,0.577795,0.543956
56.8,-0.089102,0.581599,0.525671
56.9,-0.092097,0.584251,0.508335
57.0,-0.095244,0.587008,0.491145
57.1,-0.097053,0.589709,0.473652
57.2,-0.097807,0.591396,0.457584
57.3,-0.09775,0.592565,0.441056
57.4,-0.096921,0.593902,0.425976
57.5,-0.095437,0.594841,0.411679
57.6,-0.094012,0.595426,0.39755
57.7,-0.092069,0.595336,0.38545
57.8,-0.089945,0.59454,0.373359
57.9,-0.087279,0.593607,0.362266
58.0,-0.084166,0.592153,0.352255
58.1,-0.081183,0.589298,0.343194
58.2,-0.077547,0.585191,0.334856
58.3,-0.072893,0.579839,0.327681
58.4,-0.068378,0.573663,0.321882
58.5,-0.063808,0.565673,0.316546
58.6,-0.058559,0.556732,0.312441
58.7,-0.053358,0.546725,0.308581
58.8,-0.048284,0.535747,0.305369
58.9,-0.042814,0.523748,0.302647
59.0,-0.037126,0.510987,0.300209
59.1,-0.031628,0.498509,0.298737
59.2,-0.025993,0.485856,0.297423
59.3,-0.020871,0.473389,0.296762
59.4,-0.016416,0.461035,0.296909
59.5,-0.012337,0.448609,0.29694
59.6,-0.008037,0.436142,0.296358
59.7,-0.004185,0.424026,0.296474
59.8,-0.000391,0.412451,0.296638
59.9,0.003254,0.401156,0.297907
60.0,0.006464,0.390267,0.29868
60.1,0.009338,0.380456,0.300182
60.2,0.012527,0.370177,0.301351
60.3,0.01613,0.360798,0.302413
60.4,0.020313,0.352272,0.304796
60.5,0.024598,0.344692,0.306965
60.6,0.028652,0.338285,0.306795
60.7,0.032649,0.33378,0.306167
60.8,0.036098,0.330819,0.305667
60.9,0.039311,0.328576,0.305842
61.0,0.042781,0.327545,0.305188
61.1,0.046359,0.328605,0.305851
61.2,0.050339,0.3321,0.30645
61.3,0.054933,0.33753,0.305785
61.4,0.059023,0.343182,0.304214
61.5,0.063002,0.349187,0.30227
61.6,0.06686,0.356832,0.300432
61.7,0.070892,0.365823,0.298545
61.8,0.074619,0.37582,0.296491
61.9,0.07811,0.387018,0.294799
