t,x,y,z
57.0,-4.459974,-3.316729,0.628946
57.1,-4.417768,-3.277255,0.615603
57.2,-4.3584,-3.224426,0.602174
57.3,-4.283073,-3.159427,0.588584
57.4,-4.193257,-3.08305,0.575756
57.5,-4.090123,-2.996793,0.563441
57.6,-3.975303,-2.901869,0.550914
57.7,-3.84994,-2.799287,0.538388
57.8,-3.715422,-2.689968,0.525893
57.9,-3.573118,-2.574807,0.513229
58.0,-3.424352,-2.455028,0.500031
58.1,-3.270611,-2.33151,0.48643
58.2,-3.113055,-2.205243,0.472771
58.3,-2.952754,-2.076783,0.460844
58.4,-2.79052,-1.947124,0.44825
58.5,-2.627473,-1.817234,0.435706
58.6,-2.464527,-1.687901,0.423438
58.7,-2.302656,-1.559939,0.410834
58.8,-2.142686,-1.434051,0.398097
58.9,-1.985038,-1.310706,0.38582
59.0,-1.8306,-1.190242,0.373577
59.1,-1.679951,-1.073191,0.360841
59.2,-1.533732,-0.95985,0.348155
59.3,-1.392588,-0.850611,0.33463
59.4,-1.256784,-0.745589,0.321344
59.5,-1.126673,-0.645329,0.308165
59.6,-1.002474,-0.549909,0.295395
59.7,-0.884283,-0.459554,0.282287
59.8,-0.772477,-0.374657,0.268879
59.9,-0.667357,-0.29505,0.255675
60.0,-0.569019,-0.220858,0.243444
60.1,-0.477791,-0.152203,0.232418
60.2,-0.393656,-0.089176,0.219775
60.3,-0.316687,-0.031832,0.206079
60.4,-0.247014,0.019703,0.193107
60.5,-0.184606,0.065781,0.180752
60.6,-0.129644,0.106202,0.168349
60.7,-0.082341,0.140935,0.155526
60.8,-0.042581,0.169837,0.142445
60.9,-0.01045,0.192961,0.129305
61.0,0.013842,0.210478,0.116114
61.1,0.030502,0.222314,0.102512
61.2,0.039592,0.228576,0.089748
61.3,0.0412,0.229281,0.076214
61.4,0.035356,0.22467,0.062565
61.5,0.022019,0.214916,0.049315
61.6,0.001247,0.199966,0.03629
61.7,-0.026914,0.179899,0.023095
